"ano";"musica";"artista";"video";"path"
2003;"me-against-the-music";"britney-spears-feat.-madonna";"clwlkj294u4";"cifras\britney-spears-feat.-madonna\britney-spears-feat.-madonna_me-against-the-music.html"
2003;"quando-o-sol-se-for";"detonautas";"9s3o85fqiva";"cifras\detonautas\detonautas_quando-o-sol-se-for.html"
2003;"pra-ser-feliz";"gustavo-lins";"cfnn0rx2-qa";"cifras\gustavo-lins\gustavo-lins_pra-ser-feliz.html"
2003;"gotta-get-thru-this";"daniel-bedingfield";"b4emyozd9ui";"cifras\daniel-bedingfield\daniel-bedingfield_gotta-get-thru-this.html"
2003;"nada-e-por-acaso-(ao-vivo)";"sandy-&-junior";"h4sbd7zrnk4";"cifras\sandy-&-junior\sandy-&-junior_nada-e-por-acaso-(ao-vivo).html"
2003;"elevador-(livro-do-esquecimento)";"ana-carolina";"kkdmcf1lhbs";"cifras\ana-carolina\ana-carolina_elevador-(livro-do-esquecimento).html"
2003;"beautiful";"christina-aguilera";"eafyftzzdmm";"cifras\christina-aguilera\christina-aguilera_beautiful.html"
2003;"voce-vai-se-arrepender";"mailon-&-maicon";"53bjvsffvvw";"cifras\mailon-&-maicon\mailon-&-maicon_voce-vai-se-arrepender.html"
2003;"papo-reto";"charlie-brown-jr.";"przxst8kzvc";"cifras\charlie-brown-jr.\charlie-brown-jr._papo-reto.html"
2003;"retrato-de-um-playboy-parte-ii";"gabriel-o-pensador";"-k49pvmn3uu";"cifras\gabriel-o-pensador\gabriel-o-pensador_retrato-de-um-playboy-parte-ii.html"
2003;"fullgas-(versao-acustica)";"marina-lima";"ymqkbgzme8q";"cifras\marina-lima\marina-lima_fullgas-(versao-acustica).html"
2003;"why-don`t-you-and-i";"santana-feat.-chad-kroeger-/-alex-band";"sgmahmvxqrs";"cifras\santana-feat.-chad-kroeger-/-alex-band\santana-feat.-chad-kroeger-/-alex-band_why-don`t-you-and-i.html"
2003;"bum,-bum,-bum";"alexandre-pires";"d5gu4c3vvsq";"cifras\alexandre-pires\alexandre-pires_bum,-bum,-bum.html"
2003;"brincadeira-tem-hora";"leonardo";"ikzmx4fwm7i";"cifras\leonardo\leonardo_brincadeira-tem-hora.html"
2003;"deixa-disso";"felipe-dylon";"q4q5loemtxi";"cifras\felipe-dylon\felipe-dylon_deixa-disso.html"
2003;"sem-querer";"vanessa-camargo";"vwktk8a08ew";"cifras\vanessa-camargo\vanessa-camargo_sem-querer.html"
2003;"tem-que-valer";"kaleidoscopio";"ewsf16w2j4e";"cifras\kaleidoscopio\kaleidoscopio_tem-que-valer.html"
2003;"ja-e";"lulu-santos";"npgo4lopyfo";"cifras\lulu-santos\lulu-santos_ja-e.html"
2003;"voce-nao-me-ensinou-a-te-esquecer";"caetano-veloso";"oarklxij6zw";"cifras\caetano-veloso\caetano-veloso_voce-nao-me-ensinou-a-te-esquecer.html"
2003;"um-amor-assim";"orlando-morais";"9nzsir2o00i";"cifras\orlando-morais\orlando-morais_um-amor-assim.html"
2003;"mascara";"pitty";"w4-g-itmgji";"cifras\pitty\pitty_mascara.html"
2003;"on-the-horizon";"melanie-c";"pv_7g3mtnds";"cifras\melanie-c\melanie-c_on-the-horizon.html"
2003;"lagrimas-demais";"ritchie";"7gmo-7nmq1q";"cifras\ritchie\ritchie_lagrimas-demais.html"
2003;"vicios-e-virtudes";"charlie-brown-jr.";"6muwjha8wlq";"cifras\charlie-brown-jr.\charlie-brown-jr._vicios-e-virtudes.html"
2003;"sem-radar";"ls-jack";"brlxjnmzkvw";"cifras\ls-jack\ls-jack_sem-radar.html"
2003;"deixa-de-banca";"raca-negra-&-reginaldo-rossi";"zgslg5ppvkk";"cifras\raca-negra-&-reginaldo-rossi\raca-negra-&-reginaldo-rossi_deixa-de-banca.html"
2003;"o-mundo-e-de-nos-dois";"alcione";"coltapt-oka";"cifras\alcione\alcione_o-mundo-e-de-nos-dois.html"
2003;"explosao";"tchaka-bum";"fmf7ngy2dwy";"cifras\tchaka-bum\tchaka-bum_explosao.html"
2003;"complicated";"avril-lavigne";"5npbiwqypwe";"cifras\avril-lavigne\avril-lavigne_complicated.html"
2003;"meu-plano";"daniela-mercury";"61uwsomycyg";"cifras\daniela-mercury\daniela-mercury_meu-plano.html"
2003;"eu-preciso-te-tirar-do-serio";"frejat";"hurltex4958";"cifras\frejat\frejat_eu-preciso-te-tirar-do-serio.html"
2003;"um-anjo-veio-me-falar";"rouge";"aahpec9o3wa";"cifras\rouge\rouge_um-anjo-veio-me-falar.html"
2003;"sing-for-the-moment";"eminem";"d4havemuqxy";"cifras\eminem\eminem_sing-for-the-moment.html"
2003;"eu-sei-que-te-perdi";"leonardo";"kfrdnhbbxly";"cifras\leonardo\leonardo_eu-sei-que-te-perdi.html"
2002;"love-never-fails";"sandy-&-junior";"f24nxk-gm3y";"cifras\sandy-&-junior\sandy-&-junior_love-never-fails.html"
2002;"festa";"ivete-sangalo";"h2xu3e6kepw";"cifras\ivete-sangalo\ivete-sangalo_festa.html"
2002;"in-the-end";"linkin-park";"evtxpuf4oz4";"cifras\linkin-park\linkin-park_in-the-end.html"
2002;"anjo";"kelly-key";"j18cdaqkkx4";"cifras\kelly-key\kelly-key_anjo.html"
2002;"cant`t-get-you-out-of-my-mind";"kylie-minogue";"c18441eh_we";"cifras\kylie-minogue\kylie-minogue_cant`t-get-you-out-of-my-mind.html"
2002;"epitafio";"titas";"yojiyy1jgre";"cifras\titas\titas_epitafio.html"
2002;"carla";"ls-jack";"8alry4pp7zg";"cifras\ls-jack\ls-jack_carla.html"
2002;"wherever-you-will-go";"the-calling";"iap9af6dcu4";"cifras\the-calling\the-calling_wherever-you-will-go.html"
2002;"complicated";"avril-lavigne";"5npbiwqypwe";"cifras\avril-lavigne\avril-lavigne_complicated.html"
2002;"ragatanga-(asereje)";"-rouge-&-las-ketchup";"yh1vc35azeo";"cifras\-rouge-&-las-ketchup\-rouge-&-las-ketchup_ragatanga-(asereje).html"
2002;"distancia";"os-travessos";"wwrqutxu4b4";"cifras\os-travessos\os-travessos_distancia.html"
2002;"murder-on-the-dancefloor";"sophie-ellis-bextor";"mxbrfhwv5ju";"cifras\sophie-ellis-bextor\sophie-ellis-bextor_murder-on-the-dancefloor.html"
2002;"something";"lasgo";"g0m703prhw4";"cifras\lasgo\lasgo_something.html"
2002;"que-nem-mare";"jorge-vercilo";"9pwbjuph1me";"cifras\jorge-vercilo\jorge-vercilo_que-nem-mare.html"
2002;"without-me";"eminem";"yvkuvmdq3hy";"cifras\eminem\eminem_without-me.html"
2002;"how-you-remind-me";"nickelback";"1cqh1ccqu8m";"cifras\nickelback\nickelback_how-you-remind-me.html"
2002;"tanta-saudade";"wanessa-camargo";"5_pejmnqlzi";"cifras\wanessa-camargo\wanessa-camargo_tanta-saudade.html"
2002;"baba";"kelly-key";"xz12896jd6o";"cifras\kelly-key\kelly-key_baba.html"
2002;"mutante";"daniela-mercury";"szs1huyy1ys";"cifras\daniela-mercury\daniela-mercury_mutante.html"
2002;"o-grande-amor-da-minha-vida-e-voce-(convite-de-casamento)";"vava";"bubx65khz0u";"cifras\vava\vava_o-grande-amor-da-minha-vida-e-voce-(convite-de-casamento).html"
2002;"a-ferro-e-fogo";"zeze-di-camargo-&-luciano";"bmcry1jmyua";"cifras\zeze-di-camargo-&-luciano\zeze-di-camargo-&-luciano_a-ferro-e-fogo.html"
2002;"vida-minha";"daniel";"rnzhfbrmllm";"cifras\daniel\daniel_vida-minha.html"
2002;"o-mundo-e-bao,-sebastiao";"titas";"-mtswovrigk";"cifras\titas\titas_o-mundo-e-bao,-sebastiao.html"
2002;"te-amo-demais";"leonardo";"bbittjcazt8";"cifras\leonardo\leonardo_te-amo-demais.html"
2002;"dias-iguais";"luiza-possi";"2r7m1uupdpg";"cifras\luiza-possi\luiza-possi_dias-iguais.html"
2002;"ain`t-it-funmy";"jennifer-lopez";"gslswwklrw0";"cifras\jennifer-lopez\jennifer-lopez_ain`t-it-funmy.html"
2002;"underneath-your-clothes";"shakira";"uwbwkcq1k84";"cifras\shakira\shakira_underneath-your-clothes.html"
2002;"quando-voce-passa";"sandy-&-junior";"7xnhdubnzba";"cifras\sandy-&-junior\sandy-&-junior_quando-voce-passa.html"
2002;"whenever,-wherever";"shakira";"werhyjj34ze";"cifras\shakira\shakira_whenever,-wherever.html"
2002;"so-pensando-em-voce";"rick-&-renner";"htprifd4pls";"cifras\rick-&-renner\rick-&-renner_so-pensando-em-voce.html"
2002;"clima-de-rodeio";"dallas-company";"4j1pabgtwsy";"cifras\dallas-company\dallas-company_clima-de-rodeio.html"
2002;"te-amar-ainda-mais";"klb";"b-7acnozk9k";"cifras\klb\klb_te-amar-ainda-mais.html"
2002;"noite-do-prazer";"claudio-zoli";"wqnfltd4sbu";"cifras\claudio-zoli\claudio-zoli_noite-do-prazer.html"
2002;"coracao-radiante";"grupo-revelacao";"g5rm1ezq2gs";"cifras\grupo-revelacao\grupo-revelacao_coracao-radiante.html"
2002;"chase-the-sun";"planet-funk";"t6svxr9r3oq";"cifras\planet-funk\planet-funk_chase-the-sun.html"
2002;"my-lover`s-gone";"dido";"9ltrxagsvb0";"cifras\dido\dido_my-lover`s-gone.html"
2002;"cachorrinho";"kelly-key";"sntx5gvymxy";"cifras\kelly-key\kelly-key_cachorrinho.html"
2002;"toque-de-magica";"pedro-&-thiago";"x54cxq47qpm";"cifras\pedro-&-thiago\pedro-&-thiago_toque-de-magica.html"
2002;"hero";"chad-kroeger-featuring-josey-scott";"tmsrmww8y_0";"cifras\chad-kroeger-featuring-josey-scott\chad-kroeger-featuring-josey-scott_hero.html"
2002;"te-busquei-nas-avenidas";"sergio-&-tchelo";"zmwh2g2xby0";"cifras\sergio-&-tchelo\sergio-&-tchelo_te-busquei-nas-avenidas.html"
2002;"a-cada-dez-palavras";"klb";"tzrajad5w4u";"cifras\klb\klb_a-cada-dez-palavras.html"
2002;"deixa-a-vida-me-levar";"zeca-pagodinho";"otreavzbmme";"cifras\zeca-pagodinho\zeca-pagodinho_deixa-a-vida-me-levar.html"
2002;"ja-sei-namorar";"tribalistas";"smwj7isnwxm";"cifras\tribalistas\tribalistas_ja-sei-namorar.html"
2002;"necessidade";"alexandre-pires";"ydtb5jzpope";"cifras\alexandre-pires\alexandre-pires_necessidade.html"
2002;"all-for-love-(a-miragem)";"michael-bolton";"zsq9lt8wcgq";"cifras\michael-bolton\michael-bolton_all-for-love-(a-miragem).html"
2002;"por-enquanto-(ao-vivo)";"cassia-eller";"o1g32dokrac";"cifras\cassia-eller\cassia-eller_por-enquanto-(ao-vivo).html"
2002;"hands-cleana";"alanis-morissette";"2dh289kxkgw";"cifras\alanis-morissette\alanis-morissette_hands-cleana.html"
2002;"te-peco,-fica-comigo";"marlon-&-maicon";"wrgwxx9uxre";"cifras\marlon-&-maicon\marlon-&-maicon_te-peco,-fica-comigo.html"
2002;"final-feliz";"so-pra-contrariar-&-caetano-veloso";"i5kkjtb-kca";"cifras\so-pra-contrariar-&-caetano-veloso\so-pra-contrariar-&-caetano-veloso_final-feliz.html"
2002;"asas";"maskavo";"h8xa8oqx2fi";"cifras\maskavo\maskavo_asas.html"
2002;"rapture-(tastes-so-sweet)";"iio";"ufzjsh-d8xq";"cifras\iio\iio_rapture-(tastes-so-sweet).html"
2002;"there-must-be-an-angel";"no-angels";"nybwdbiqmxg";"cifras\no-angels\no-angels_there-must-be-an-angel.html"
2002;"som-e-imagem";"guilherme-&-santiago";"6eiukzmzaxk";"cifras\guilherme-&-santiago\guilherme-&-santiago_som-e-imagem.html"
2002;"the-game-of-love";"santana-featuring-michelle-branch";"hklnmmaceb4";"cifras\santana-featuring-michelle-branch\santana-featuring-michelle-branch_the-game-of-love.html"
2002;"inconsequente";"os-travessos";"zv1cy2wwzg8";"cifras\os-travessos\os-travessos_inconsequente.html"
2002;"(i-didnt-know-i-was)-looking-for-love";"mariana-kupfer";"68oglx5afwg";"cifras\mariana-kupfer\mariana-kupfer_(i-didnt-know-i-was)-looking-for-love.html"
2002;"a-sua-maneira";"capital-inicial";"dehjjdvk1jk";"cifras\capital-inicial\capital-inicial_a-sua-maneira.html"
2002;"19-2000";"gorillaz";"tq7ovshz1ui";"cifras\gorillaz\gorillaz_19-2000.html"
2002;"me,-myself-and";"jivejones";"rj-qgllnilm";"cifras\jivejones\jivejones_me,-myself-and.html"
2002;"cancao-noturna-(ao-vivo)";"-skank";"a0p7la1kgku";"cifras\-skank\-skank_cancao-noturna-(ao-vivo).html"
2002;"my-sacrifice";"creed";"o-fynghdmli";"cifras\creed\creed_my-sacrifice.html"
2002;"bijuteria";"bruno-&-marrone";"sgu1yyijcuk";"cifras\bruno-&-marrone\bruno-&-marrone_bijuteria.html"
2002;"green-hair-(japa-girl)";"supla";"egubwvfwtay";"cifras\supla\supla_green-hair-(japa-girl).html"
2002;"die-another-day";"madonna";"bfvd_brrrtc";"cifras\madonna\madonna_die-another-day.html"
2002;"agora-vai";"bruno-&-marrone";"jmcvn6ydvbo";"cifras\bruno-&-marrone\bruno-&-marrone_agora-vai.html"
2002;"to-por-ai";"rionegro-&-solimoes";"tfjgljleuvg";"cifras\rionegro-&-solimoes\rionegro-&-solimoes_to-por-ai.html"
2002;"alimenta-meu-sonho";"refla";"nw4vogfgcts";"cifras\refla\refla_alimenta-meu-sonho.html"
2002;"grades-do-coracao";"grupo-revelacao";"kmk7i4zex-y";"cifras\grupo-revelacao\grupo-revelacao_grades-do-coracao.html"
2002;"e-por-amor";"alexandre-pires";"-ki8fd2fa1e";"cifras\alexandre-pires\alexandre-pires_e-por-amor.html"
2002;"pra-sempr-eem-mim-(you-needed-me)";"zeze-di-camargo-&-luciano";"4iapptp-hqy";"cifras\zeze-di-camargo-&-luciano\zeze-di-camargo-&-luciano_pra-sempr-eem-mim-(you-needed-me).html"
2002;"eu-quero-ser-o-seu-amor";"wanessa-camargo";"tfvfelwt-te";"cifras\wanessa-camargo\wanessa-camargo_eu-quero-ser-o-seu-amor.html"
2002;"a-thousand-miles";"vanessa-carlton";"cwkej79u3ek";"cifras\vanessa-carlton\vanessa-carlton_a-thousand-miles.html"
2002;"mexe-a-lomba-lomba";"ceceu-muniz";"ua8pdc9wmg4";"cifras\ceceu-muniz\ceceu-muniz_mexe-a-lomba-lomba.html"
2002;"abrigo";"belo";"gskcro6ng5q";"cifras\belo\belo_abrigo.html"
2002;"ta-doendo-demais-essa-saudade";"art-popular";"npyjrvz7-d4";"cifras\art-popular\art-popular_ta-doendo-demais-essa-saudade.html"
2002;"speranza";"laura-pausini";"nm7wwhwkzvs";"cifras\laura-pausini\laura-pausini_speranza.html"
2002;"mutirao-do-amor";"jorge-aragao-&-zeca-pagodinho";"a7q8pc7v40u";"cifras\jorge-aragao-&-zeca-pagodinho\jorge-aragao-&-zeca-pagodinho_mutirao-do-amor.html"
2002;"hero";"enrique-iglesias";"kojligdimiu";"cifras\enrique-iglesias\enrique-iglesias_hero.html"
2002;"girassol-(acustico)";"cidade-negra";"jfiho4k0gla";"cifras\cidade-negra\cidade-negra_girassol-(acustico).html"
2002;"hey-baby";"no-doubt-featuring-bounty-killer";"";"cifras\no-doubt-featuring-bounty-killer\no-doubt-featuring-bounty-killer_hey-baby.html"
2002;"girlfriend";"nsync-featuring-nelly";"saxnxibkeay";"cifras\nsync-featuring-nelly\nsync-featuring-nelly_girlfriend.html"
2002;"se-eu-pudesse";"snz";"mmgx9g9utmg";"cifras\snz\snz_se-eu-pudesse.html"
2002;"usted";"bruno-&-marrone";"qee89_hmruy";"cifras\bruno-&-marrone\bruno-&-marrone_usted.html"
2002;"the-zephyr-song";"red-hot-chili-peppers";"0fcra5z6lmu";"cifras\red-hot-chili-peppers\red-hot-chili-peppers_the-zephyr-song.html"
2002;"emotion";"destinys-child";"xwkdmmh0b-e";"cifras\destinys-child\destinys-child_emotion.html"
2002;"get-the-party-started";"pink";"sxdbrbrxsq0";"cifras\pink\pink_get-the-party-started.html"
2002;"hold-you";"atb";"av37iuabhni";"cifras\atb\atb_hold-you.html"
2002;"o-calibre";"os-paralamas-do-sucesso";"eh315ynpvpe";"cifras\os-paralamas-do-sucesso\os-paralamas-do-sucesso_o-calibre.html"
2002;"sufocado-(drowning)";"zeze-di-camargo-&-luciano";"tnuzdm7cbdo";"cifras\zeze-di-camargo-&-luciano\zeze-di-camargo-&-luciano_sufocado-(drowning).html"
2002;"ta-na-cara";"marlon-&-maicon";"1ac8j87ndfi";"cifras\marlon-&-maicon\marlon-&-maicon_ta-na-cara.html"
2002;"onde-esta-o-meu-amor";"rpm";"pcd6lk6weyg";"cifras\rpm\rpm_onde-esta-o-meu-amor.html"
2002;"rezo";"marlon-&-maicon";"omvrpl7d8ha";"cifras\marlon-&-maicon\marlon-&-maicon_rezo.html"
2002;"desert-rose";"sting-featuring-chebbi-mama";"3gzqsmx1kgu";"cifras\sting-featuring-chebbi-mama\sting-featuring-chebbi-mama_desert-rose.html"
2002;"e-melhor-assim";"pedro-&-thiago";"z8ww3kb_exa";"cifras\pedro-&-thiago\pedro-&-thiago_e-melhor-assim.html"
2002;"a-musa-das-minhas-cancoes";"alexandre-pires";"bkizfhx-ogc";"cifras\alexandre-pires\alexandre-pires_a-musa-das-minhas-cancoes.html"
2002;"se-quer-saber";"mauricio-manieri";"jaf5iydu0os";"cifras\mauricio-manieri\mauricio-manieri_se-quer-saber.html"
2002;"fica";"skank";"is4f0643phg";"cifras\skank\skank_fica.html"
2002;"tanto-(ao-vivo)";"skank";"c_ccpgxfpou";"cifras\skank\skank_tanto-(ao-vivo).html"
2002;"by-the-way";"red-hot-chili-peppers";"jnfyjwchunu";"cifras\red-hot-chili-peppers\red-hot-chili-peppers_by-the-way.html"
2002;"juventude";"adryana-&-a-rapaziada";"hlzuciq0qtk";"cifras\adryana-&-a-rapaziada\adryana-&-a-rapaziada_juventude.html"
2001;"quem-de-nos-dois";"ana-carolina";"z4j9bhlmssu";"cifras\ana-carolina\ana-carolina_quem-de-nos-dois.html"
2001;"thank-you";"dido";"1to48cnl66w";"cifras\dido\dido_thank-you.html"
2001;"lady-marmalade";"christina-aguilera,-lil-kim,-mya-&-pink";"rqa7svvcdzk";"cifras\christina-aguilera,-lil-kim,-mya-&-pink\christina-aguilera,-lil-kim,-mya-&-pink_lady-marmalade.html"
2001;"love-by-grace";"lara-fabian";"3_w3vd8etqg";"cifras\lara-fabian\lara-fabian_love-by-grace.html"
2001;"acima-do-sol";"skank";"iqfienoyhfe";"cifras\skank\skank_acima-do-sol.html"
2001;"it-wasnt-me-shaggy-featuring";"ricardo-rikrok-ducent";"7sx6eatq9ls";"cifras\ricardo-rikrok-ducent\ricardo-rikrok-ducent_it-wasnt-me-shaggy-featuring.html"
2001;"por-the-amar-assim";"marlon-&-maicon";"mauyi_vnyuc";"cifras\marlon-&-maicon\marlon-&-maicon_por-the-amar-assim.html"
2001;"im-like-a-bird";"nelly-furtado";"ropq_m3yjta";"cifras\nelly-furtado\nelly-furtado_im-like-a-bird.html"
2001;"vou-te-procurar";"os-travessos";"rqzwddenj8i";"cifras\os-travessos\os-travessos_vou-te-procurar.html"
2001;"usted-se-me-llevo-la-vida";"alexandre-pires";"inmtetdi9dc";"cifras\alexandre-pires\alexandre-pires_usted-se-me-llevo-la-vida.html"
2001;"daylight-in-your-eyes";"no-angels";"tkb1jgxswfy";"cifras\no-angels\no-angels_daylight-in-your-eyes.html"
2001;"all-for-you";"janet";"nokgk8h5ydu";"cifras\janet\janet_all-for-you.html"
2001;"minha-timidez";"klb";"vamfui3zdqu";"cifras\klb\klb_minha-timidez.html"
2001;"passou-da-conta";"zeze-di-camargo-&-luciano";"6blqz_kuy0k";"cifras\zeze-di-camargo-&-luciano\zeze-di-camargo-&-luciano_passou-da-conta.html"
2001;"faca-o-que-eu-digo";"exaltasamba";"bzihxa1qjpy";"cifras\exaltasamba\exaltasamba_faca-o-que-eu-digo.html"
2001;"que-vez?";"tihuana";"cdgshualnwy";"cifras\tihuana\tihuana_que-vez?.html"
2001;"butterfly";"crazy-town";"6fedru85fle";"cifras\crazy-town\crazy-town_butterfly.html"
2001;"independent-women-part-i";"destinys-child";"0lpqzni7i18";"cifras\destinys-child\destinys-child_independent-women-part-i.html"
2001;"dormi-na-praca-(acustico/ao-vivo)";"bruno-&-marrone";"oh_e3fnxv6m";"cifras\bruno-&-marrone\bruno-&-marrone_dormi-na-praca-(acustico/ao-vivo).html"
2001;"malandragem-(acustico)";"cassia-eller";"ukgf4rdxrws";"cifras\cassia-eller\cassia-eller_malandragem-(acustico).html"
2001;"ando-meio-desligado";"pato-fu";"adsed3aopns";"cifras\pato-fu\pato-fu_ando-meio-desligado.html"
2001;"fallin";"alicia-keys";"urdlvw0ssec";"cifras\alicia-keys\alicia-keys_fallin.html"
2001;"reggae-do-manero";"raimundos";"xfjv1_ljmfk";"cifras\raimundos\raimundos_reggae-do-manero.html"
2001;"im-a-slave-4-u";"britney-spears";"mzybwwf2hoq";"cifras\britney-spears\britney-spears_im-a-slave-4-u.html"
2001;"love-dont-coast-a-thing";"jennifer-lopez";"4kgvlesgvbs";"cifras\jennifer-lopez\jennifer-lopez_love-dont-coast-a-thing.html"
2001;"o-amor-nao-deixa";"wanessa-camargo";"2nuoyhqryfw";"cifras\wanessa-camargo\wanessa-camargo_o-amor-nao-deixa.html"
2001;"amor-de-carnaval";"bruno-&-marrone";"vuktwghpxsa";"cifras\bruno-&-marrone\bruno-&-marrone_amor-de-carnaval.html"
2001;"o-amor-faz";"sandy-&-junior";"evfpcvvdn8c";"cifras\sandy-&-junior\sandy-&-junior_o-amor-faz.html"
2001;"apenas-mais-uma-de-amor";"lulu-santos";"rzat3imn0fm";"cifras\lulu-santos\lulu-santos_apenas-mais-uma-de-amor.html"
2001;"nosso-xote";"bicho-de-pe";"ni8s1ztvvec";"cifras\bicho-de-pe\bicho-de-pe_nosso-xote.html"
2001;"xote-dos-milagres";"falamansa";"ztdstzss2wo";"cifras\falamansa\falamansa_xote-dos-milagres.html"
2001;"crying-at-the-discotheque";"alcazar";"7ciowcuvgjm";"cifras\alcazar\alcazar_crying-at-the-discotheque.html"
2001;"nothings-gonna-change-my-love-for-you";"richard-lugo-&-snz";"hkaz0gpomiq";"cifras\richard-lugo-&-snz\richard-lugo-&-snz_nothings-gonna-change-my-love-for-you.html"
2001;"eu-contra-a-noite";"kid-abelha";"oidq10bw71e";"cifras\kid-abelha\kid-abelha_eu-contra-a-noite.html"
2001;"por-que-sera?";"tihuana";"l0vobiuubtq";"cifras\tihuana\tihuana_por-que-sera?.html"
2001;"tua-cara";"vava";"6ftooxr2kzi";"cifras\vava\vava_tua-cara.html"
2001;"breathe";"faith-hill";"ycmszun4r_s";"cifras\faith-hill\faith-hill_breathe.html"
2001;"o-amor-e-eu";"rick-&-renner-(chantecler)";"bsyewssh7bw";"cifras\rick-&-renner-(chantecler)\rick-&-renner-(chantecler)_o-amor-e-eu.html"
2001;"estou-em-suas-maos";"klb";"hahux35nskc";"cifras\klb\klb_estou-em-suas-maos.html"
2001;"cerol-na-mao/entra-e-sai";"bonde-do-tigrao";"3pihcsa3p38";"cifras\bonde-do-tigrao\bonde-do-tigrao_cerol-na-mao/entra-e-sai.html"
2001;"dont-tell-me";"madonna";"frlhro9epd0";"cifras\madonna\madonna_dont-tell-me.html"
2001;"im-real";"jennifer-lopez-featuring-ja-rule";"sjx9osjdavq";"cifras\jennifer-lopez-featuring-ja-rule\jennifer-lopez-featuring-ja-rule_im-real.html"
2001;"fica-comigo";"tino";"qwsgrpdoqek";"cifras\tino\tino_fica-comigo.html"
2001;"whenever,-wherever";"shakira";"werhyjj34ze";"cifras\shakira\shakira_whenever,-wherever.html"
2001;"seus-beijos";"daniel";"ffnxyyirkdu";"cifras\daniel\daniel_seus-beijos.html"
2001;"eternamente";"belo";"v196wlmsm3q";"cifras\belo\belo_eternamente.html"
2001;"quando-o-sol-bater-na-janela-do-teu-quarto";"legiao-urbana";"cwixn6n6dta";"cifras\legiao-urbana\legiao-urbana_quando-o-sol-bater-na-janela-do-teu-quarto.html"
2001;"necessidade";"alexandre-pires";"ydtb5jzpope";"cifras\alexandre-pires\alexandre-pires_necessidade.html"
2001;"milk-and-toast-and-honey";"roxette";"gcupwnccct0";"cifras\roxette\roxette_milk-and-toast-and-honey.html"
2001;"jaded";"aerosmith";"qbexoeoh5hg";"cifras\aerosmith\aerosmith_jaded.html"
2001;"what-it-feels-like-for-a-girl";"madonna";"qywgg2oyuba";"cifras\madonna\madonna_what-it-feels-like-for-a-girl.html"
2001;"ta-na-cara";"marlon-&-maicon";"1ac8j87ndfi";"cifras\marlon-&-maicon\marlon-&-maicon_ta-na-cara.html"
2001;"o-baile-todo";"bonde-do-tigrao";"ighcow4owec";"cifras\bonde-do-tigrao\bonde-do-tigrao_o-baile-todo.html"
2001;"danca-da-motinha";"mc-beth";"yu8iz1gbwbu";"cifras\mc-beth\mc-beth_danca-da-motinha.html"
2001;"mais-um-na-multidao";"erasmo-carlos-&-marisa-monte";"ukwirdovf1q";"cifras\erasmo-carlos-&-marisa-monte\erasmo-carlos-&-marisa-monte_mais-um-na-multidao.html"
2001;"quando-o-coracao-se-apaixona";"daniel";"xekgsu3kzow";"cifras\daniel\daniel_quando-o-coracao-se-apaixona.html"
2001;"so-seu-amor-nao-vai-embora";"daniel";"jazxgitplhy";"cifras\daniel\daniel_so-seu-amor-nao-vai-embora.html"
2001;"groovejet-(if-this-aint-love)";"spiller";"syok6zmpoe0";"cifras\spiller\spiller_groovejet-(if-this-aint-love).html"
2001;"never-too-far";"mariah-carey";"mwoio_hjvos";"cifras\mariah-carey\mariah-carey_never-too-far.html"
2001;"a-lenda";"sandy-&-junior";"iuxwjfmuuxu";"cifras\sandy-&-junior\sandy-&-junior_a-lenda.html"
2001;"frio-da-solidao";"chitaozinho-&-xororo-com-roupa-nova";"-1lil7rgkcu";"cifras\chitaozinho-&-xororo-com-roupa-nova\chitaozinho-&-xororo-com-roupa-nova_frio-da-solidao.html"
2001;"you-rock-my-world";"michael-jackson";"1-7abim2qju";"cifras\michael-jackson\michael-jackson_you-rock-my-world.html"
2001;"todas-as-coisas-do-mundo";"leonardo";"venpljmhyxy";"cifras\leonardo\leonardo_todas-as-coisas-do-mundo.html"
2001;"primavera-(vai-chuva)";"mauricio-manieri";"_3evvqsq85u";"cifras\mauricio-manieri\mauricio-manieri_primavera-(vai-chuva).html"
2001;"pra-voce-eu-digo-sim";"rita-lee";"t_kjgq_0c38";"cifras\rita-lee\rita-lee_pra-voce-eu-digo-sim.html"
2001;"beijando";"gamacao";"uq06l6-9m_q";"cifras\gamacao\gamacao_beijando.html"
2001;"minha-galera";"baiao-de-4";"adcmrreml2q";"cifras\baiao-de-4\baiao-de-4_minha-galera.html"
2001;"paisagem-de-amor";"fernanda-abreu";"i-zthidorbe";"cifras\fernanda-abreu\fernanda-abreu_paisagem-de-amor.html"
2001;"me-gusta-tu";"manu-chao";"rs6y4kz8qtw";"cifras\manu-chao\manu-chao_me-gusta-tu.html"
2001;"stutter";"joe-featuring-mystikal";"egy_qqr2lm0";"cifras\joe-featuring-mystikal\joe-featuring-mystikal_stutter.html"
2001;"mumias";"biquini-cavadao-&-renato-russo";"__vatd3dm0o";"cifras\biquini-cavadao-&-renato-russo\biquini-cavadao-&-renato-russo_mumias.html"
2001;"um-dia-pra-nos-dois";"os-travessos";"mekbbgeft7y";"cifras\os-travessos\os-travessos_um-dia-pra-nos-dois.html"
2001;"hanging-by-a-moment";"lifehouse";"a4_woz-luvm";"cifras\lifehouse\lifehouse_hanging-by-a-moment.html"
2001;"clint-eastwood";"gorillaz";"uclccfng9q4";"cifras\gorillaz\gorillaz_clint-eastwood.html"
